ercot_bus,substation_name,match_method,match_confidence,latitude,longitude
SEAHM8X,Seaholm Substation,ercot_reference_exact,1.0,30.2668613,-97.7513792
SEAHM8Y,Seaholm Substation,ercot_reference_exact,1.0,30.2668613,-97.7513792
SEAHM8Z,Seaholm Substation,ercot_reference_exact,1.0,30.2668613,-97.7513792
SEAHOLM_K,Seaholm Substation,ercot_reference_exact,1.0,30.2668613,-97.7513792
SEAWALL_L_A,Seawall Substation,ercot_reference_exact,1.0,27.8999332,-97.1453767
SEAWALL_L_B,Seawall Substation,ercot_reference_exact,1.0,27.8999332,-97.1453767
SECOSUB8,Seco Substation,ercot_reference_exact,1.0,29.4364938,-99.2383605
SEKV,Port Substation,ercot_reference_exact,1.0,29.7531369,-95.1846261
SELDEN,Selden Substation,exact,0.99,32.1867705,-98.1572759
SEMI_EB34,Seminole,ercot_reference_exact,1.0,32.7828601,-102.6756116
SEMI_EB36,Seminole,ercot_reference_exact,1.0,32.7828601,-102.6756116
SEYMOUR,Seymour Substation,exact,0.99,33.5946798,-99.2545766
SEYMOUR_9,Seymour Substation,alias,1.0,33.5946798,-99.2545766
SHAMROCK_RN,Shamrock Substation,ercot_reference_exact,1.0,34.853864,-100.2096328
SHAM_BESS1,Shamrock Substation,ercot_reference_exact,1.0,34.853864,-100.2096328
SHAW_LD1,V. B. Shaw Substation,ercot_reference_exact,1.0,32.741928,-95.2856157
SHAW_LN1,V. B. Shaw Substation,ercot_reference_exact,1.0,32.741928,-95.2856157
SHAW_SLR_RN,V. B. Shaw Substation,ercot_reference_exact,1.0,32.741928,-95.2856157
SHA_U1,V. B. Shaw Substation,ercot_reference_exact,1.0,32.741928,-95.2856157
SHILOH,Shiloh Substation,exact,0.99,32.9004807,-96.6668772
SIGMOR_BB6,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_BB8,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_LD06,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_LD07,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_L_A,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_L_B,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_L_C,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_L_D,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_L_E,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_V_A,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_V_B,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_V_C,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_V_D,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SIGMOR_V_E,Sigmor Substation,ercot_reference_exact,1.0,28.4553414,-98.1868027
SILR_L_A,Silver Substation,ercot_reference_exact,1.0,32.0704066,-100.678143
SINTON_L_A,Sinton Substation,ercot_reference_exact,1.0,28.0308611,-97.5125951
SINTON_L_B,Sinton Substation,ercot_reference_exact,1.0,28.0308611,-97.5125951
SINTON_V_A,Sinton Substation,ercot_reference_exact,1.0,28.0308611,-97.5125951
SIRIUS_UNIT1,Sirius Substation,ercot_reference_exact,1.0,30.9821054,-102.2740698
SI_LINE_EB,Sirius Substation,ercot_reference_exact,1.0,30.9821054,-102.2740698
SI_UNIT1,Sirius Substation,ercot_reference_exact,1.0,30.9821054,-102.2740698
SI_UNIT2,Sirius Substation,ercot_reference_exact,1.0,30.9821054,-102.2740698
SKIDMORE_L_A,Skidmore Substation,ercot_reference_exact,1.0,28.2552108,-97.6763101
SLVN,Sylvan Substation,ercot_reference_exact,1.0,29.654623,-95.0402382
SL_LD_EB,Solara Substation,ercot_reference_exact,1.0,33.0065718,-99.6054348
SL_LINE_EB,Solara Substation,ercot_reference_exact,1.0,33.0065718,-99.6054348
SMITH_L_A,Smith Substation,ercot_reference_exact,1.0,27.8678166,-97.6321521
SMITH_L_B,Smith Substation,ercot_reference_exact,1.0,27.8678166,-97.6321521
SMS,Sms Substation,ercot_reference_exact,1.0,33.2896675,-100.9477811
SMT,Butler Substation,ercot_reference_exact,1.0,30.3894531,-97.3247387
SOLARA_UNIT1,Solara Substation,ercot_reference_exact,1.0,33.0065718,-99.6054348
SOLSTICEL020,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOLSTICEL208,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOLSTICEL270,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOLSTICEL409,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOLSTICEL700,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOLSTICES409,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOL_1,Solstice Substation,ercot_reference_exact,1.0,30.9483202,-103.3617143
SOMERSET_A,Somerset Substation,exact,0.99,29.2420977,-98.6493785
SOMERSET_B,Somerset Substation,exact,0.99,29.2420977,-98.6493785
SOMMERS,O. W. Sommers Switchyard,alias,1.0,29.3102638,-98.3236095
SONTERRA_K,Sonterra Substation,ercot_reference_exact,1.0,30.8022868,-97.6076207
SOUTH,South Substation,exact,0.99,33.0062875,-97.0108813
SPENCE_L_A,Spence Pump Substation,alias,1.0,31.9505861,-100.5971847
SPRINKLEY,Sprinkle Substation,ercot_reference_exact,1.0,30.3531039,-97.6455302
SPRINKLEZ,Sprinkle Substation,ercot_reference_exact,1.0,30.3531039,-97.6455302
SPRINKLE_K,Sprinkle Substation,ercot_reference_exact,1.0,30.3531039,-97.6455302
SPRINKLE_L,Sprinkle Substation,ercot_reference_exact,1.0,30.3531039,-97.6455302
SPRUCE,J. K. Spruce Switchyard,alias,1.0,29.3124345,-98.3202134
SPUR_ASP,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_ESP,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_GIR,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_L_A,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_L_B,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_MCA,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_SCK,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_SMS,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_V_A,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SPUR_V_B,Spur Substation,ercot_reference_exact,1.0,33.4737594,-100.857231
SR_TL,Shamrock Substation,ercot_reference_exact,1.0,34.853864,-100.2096328
SR_U1,Shamrock Substation,ercot_reference_exact,1.0,34.853864,-100.2096328
SR_U2,Shamrock Substation,ercot_reference_exact,1.0,34.853864,-100.2096328
SS1,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
SS2,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
STADIUM_L_A,Stadium Substation,ercot_reference_exact,1.0,27.7460816,-98.0538397
STADIUM_L_B,Stadium Substation,ercot_reference_exact,1.0,27.7460816,-98.0538397
STADIUM_RN,Stadium Substation,ercot_reference_exact,1.0,27.7460816,-98.0538397
STADIUM_V_A,Stadium Substation,ercot_reference_exact,1.0,27.7460816,-98.0538397
STECK,Steck Substation,ercot_reference_exact,1.0,30.3672645,-97.7415848
STECKX,Steck Substation,ercot_reference_exact,1.0,30.3672645,-97.7415848
STECKY,Steck Substation,ercot_reference_exact,1.0,30.3672645,-97.7415848
STECKZ,Steck Substation,ercot_reference_exact,1.0,30.3672645,-97.7415848
STEVENS_L_A,Stevens Substation,ercot_reference_exact,1.0,27.8601223,-97.6194419
STEVENS_L_B,Stevens Substation,ercot_reference_exact,1.0,27.8601223,-97.6194419
STONEY_R,Stoney Ridge Substation,alias,1.0,30.1588713,-97.6356623
STREICH_A,Streich Road Substation,alias,1.0,29.2758077,-98.3739793
ST_AL_LN,Stadium Substation,ercot_reference_exact,1.0,27.7460816,-98.0538397
ST_GL_LN,Stadium Substation,ercot_reference_exact,1.0,27.7460816,-98.0538397
ST_K,Saint Hedwig Substation,alias,1.0,29.4271595,-98.3966963
SUMMITN,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUMMITNW,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUMMITNX,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUMMITS,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUMMITSY,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUMMITSZ,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUMMIT_K,Summit Substation,ercot_reference_exact,1.0,30.3981165,-97.7237882
SUTTON,Sutton Substation,exact,0.99,30.8152846,-96.5277378
SUTTON_LD01,Sutton Substation,ercot_reference_exact,1.0,30.8152846,-96.5277378
SUTTON_T2,Sutton Substation,ercot_reference_exact,1.0,30.8152846,-96.5277378
SWEENY_3826,Sweeny Substation,ercot_reference_exact,1.0,29.0554086,-95.6871314
SWOOSE1_U1,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
SWOOSEII_RN,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
SYLVAN1,Sylvan Substation,ercot_reference_exact,1.0,29.654623,-95.0402382
SYLVAN2,Sylvan Substation,ercot_reference_exact,1.0,29.654623,-95.0402382
SYLVAN3,Sylvan Substation,ercot_reference_exact,1.0,29.654623,-95.0402382
S_BENITO_L_A,San Benito Substation,alias,1.0,26.1438025,-97.6430012
S_BENITO_L_B,San Benito Substation,alias,1.0,26.1438025,-97.6430012
S_LOAD1_EB,Sirius Substation,ercot_reference_exact,1.0,30.9821054,-102.2740698
T12,Evant Substation,ercot_reference_exact,1.0,31.433615,-98.1731642
T13,Wirtz Substation,ercot_reference_exact,1.0,30.5596814,-98.3374716
T15,Paige Substation,ercot_reference_exact,1.0,30.2144346,-97.1346902
T160,Mcneil Substation,ercot_reference_exact,1.0,30.3929592,-97.6892898
T170EB,Warda Substation,ercot_reference_exact,1.0,30.050317,-96.9208608
T308,Divide Substation,ercot_reference_exact,1.0,31.8695145,-100.7771803
T3EE,Lehigh Substation,ercot_reference_exact,1.0,30.0290386,-97.8659726
T442,Arco Substation,ercot_reference_exact,1.0,29.3481669,-94.9394131
T5K,Helena Substation,ercot_reference_exact,1.0,28.9379598,-97.7999956
T63,Dimmit Substation,ercot_reference_exact,1.0,28.5091892,-99.8736653
T644,Arco Substation,ercot_reference_exact,1.0,29.3481669,-94.9394131
T667,Warda Substation,ercot_reference_exact,1.0,30.050317,-96.9208608
T6K,Helena Substation,ercot_reference_exact,1.0,28.9379598,-97.7999956
T705,Marion Substation,ercot_reference_exact,1.0,29.6208306,-98.1487571
T97,Dimmit Substation,ercot_reference_exact,1.0,28.5091892,-99.8736653
TABOR_031,Tabor Substation,ercot_reference_exact,1.0,30.7159983,-96.3646632
TABOR_AG1,Tabor Substation,ercot_reference_exact,1.0,30.7159983,-96.3646632
TABOR_K,Tabor Substation,ercot_reference_exact,1.0,30.7159983,-96.3646632
TABOR_KD,Tabor Substation,ercot_reference_exact,1.0,30.7159983,-96.3646632
TABOR_KW,Tabor Substation,ercot_reference_exact,1.0,30.7159983,-96.3646632
TAD,Evant Substation,ercot_reference_exact,1.0,31.433615,-98.1731642
TAFTSUB9X,Taft Substation,ercot_reference_exact,1.0,27.969762,-97.3985783
TAFT_L_A,Taft Substation,ercot_reference_exact,1.0,27.969762,-97.3985783
TAFT_L_B,Taft Substation,ercot_reference_exact,1.0,27.969762,-97.3985783
TATTON_LD01,Tatton Substation,ercot_reference_exact,1.0,28.2095445,-96.9899938
TE6,Marion Substation,ercot_reference_exact,1.0,29.6208306,-98.1487571
TEASLEY138X,Teasley Substation,ercot_reference_exact,1.0,33.1449438,-97.1082821
TEASLEY138Y,Teasley Substation,ercot_reference_exact,1.0,33.1449438,-97.1082821
TEJAS_KM,Tejas Substation,ercot_reference_exact,1.0,29.3801432,-94.9229792
TENARIS_LD1,Tenaris Substation,ercot_reference_exact,1.0,28.9930882,-95.9120064
TENARIS_LD2,Tenaris Substation,ercot_reference_exact,1.0,28.9930882,-95.9120064
TESLA_BUS_1A,Tesla Substation,ercot_reference_exact,1.0,34.3733936,-100.0868415
TESLA_BUS_1B,Tesla Substation,ercot_reference_exact,1.0,34.3733936,-100.0868415
TESLA_BUS_2A,Tesla Substation,ercot_reference_exact,1.0,34.3733936,-100.0868415
TESLA_BUS_2B,Tesla Substation,ercot_reference_exact,1.0,34.3733936,-100.0868415
TILD_T1,Tilden Substation,ercot_reference_exact,1.0,28.4593869,-98.5185235
TILD_T2,Tilden Substation,ercot_reference_exact,1.0,28.4593869,-98.5185235
TINSLEY_LD01,Tinsley Substation,ercot_reference_exact,1.0,30.5658275,-100.6574902
TNALVIN___1N,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1P,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1Q,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1R,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1S,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1T,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1U,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNALVIN___1V,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TNANGLETON1,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1P,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1Q,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1R,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1S,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1T,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1W,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1X,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1Y,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNANGLETON1Z,Angleton Substation,ercot_reference_exact,1.0,29.1669775,-95.4406374
TNAPACHE__1,Apache Substation,ercot_reference_exact,1.0,29.3787017,-94.9475574
TNAPACHE__1X,Apache Substation,ercot_reference_exact,1.0,29.3787017,-94.9475574
TNAPACHE__1Y,Apache Substation,ercot_reference_exact,1.0,29.3787017,-94.9475574
TNAPACHE__1Z,Apache Substation,ercot_reference_exact,1.0,29.3787017,-94.9475574
TNBAYVIEW_0V,Bayview Substation,ercot_reference_exact,1.0,29.3676648,-94.9012546
TNBAYVIEW_0W,Bayview Substation,ercot_reference_exact,1.0,29.3676648,-94.9012546
TNBAYVIEW_0X,Bayview Substation,ercot_reference_exact,1.0,29.3676648,-94.9012546
TNBRAZORIA0,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBRAZORIA1T,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBRAZORIA1U,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBRAZORIA1V,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBRAZORIA1W,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBRAZORIA1X,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBRAZORIA1Z,Brazoria Substation,ercot_reference_exact,1.0,29.0622656,-95.5775752
TNBUCKEYE_0A,Buckeye Substation,ercot_reference_exact,1.0,32.8281471,-103.6075603
TNBUCKEYE_0B,Buckeye Substation,ercot_reference_exact,1.0,32.8281471,-103.6075603
TNBUCKEYE_0C,Buckeye Substation,ercot_reference_exact,1.0,32.8281471,-103.6075603
TNBUCKEYE_0D,Buckeye Substation,ercot_reference_exact,1.0,32.8281471,-103.6075603
TNCHOCTAW_0,Choctaw Substation,ercot_reference_exact,1.0,34.75316,-97.6933451
TNCHOCTAW_0Z,Choctaw Substation,ercot_reference_exact,1.0,34.75316,-97.6933451
TNDOW_PUMP0Z,Dow Pump Substation,ercot_reference_exact,1.0,29.0532155,-95.5520019
TNFAULKNER1A,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFAULKNER1P,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFAULKNER1V,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFAULKNER1W,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFAULKNER1X,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFAULKNER1Y,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFAULKNER1Z,Faulkner Substation,ercot_reference_exact,1.0,31.261031,-103.7931847
TNFLATTOP_1V,Flat Top Substation,ercot_reference_exact,1.0,31.1995472,-103.3595185
TNFLATTOP_1W,Flat Top Substation,ercot_reference_exact,1.0,31.1995472,-103.3595185
TNFLATTOP_1X,Flat Top Substation,ercot_reference_exact,1.0,31.1995472,-103.3595185
TNFLATTOP_1Y,Flat Top Substation,ercot_reference_exact,1.0,31.1995472,-103.3595185
TNFLATTOP_1Z,Flat Top Substation,ercot_reference_exact,1.0,31.1995472,-103.3595185
TNHANDLEY_0,Handley Substation,ercot_reference_exact,1.0,31.7306412,-97.5523606
TNHASTINGS1,Hastings Substation,ercot_reference_exact,1.0,35.2503002,-101.8499428
TNHASTINGS1V,Hastings Substation,ercot_reference_exact,1.0,35.2503002,-101.8499428
TNHASTINGS1W,Hastings Substation,ercot_reference_exact,1.0,35.2503002,-101.8499428
TNHASTINGS1X,Hastings Substation,ercot_reference_exact,1.0,35.2503002,-101.8499428
TNKERMIT1_0Z,Kermit #1 Substation,ercot_reference_exact,1.0,31.8483729,-103.0815778
TNKEYSTONE0,Keystone Substation,ercot_reference_exact,1.0,33.9830336,-96.006445
TNLINDE___0Z,Linde Substation,ercot_reference_exact,1.0,29.963356,-93.9220696
TNLONESTAR1P,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1Q,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1R,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1S,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1T,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1U,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1V,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1W,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1X,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1Y,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNLONESTAR1Z,Lonestar Substation,ercot_reference_exact,1.0,31.5942755,-103.2484104
TNOCOTILO_X,Ocotillo Wind Substation,ercot_reference_exact,1.0,32.1319887,-101.3938182
TNOCOTILO_Y,Ocotillo Wind Substation,ercot_reference_exact,1.0,32.1319887,-101.3938182
TNOCOTILO_Z,Ocotillo Wind Substation,ercot_reference_exact,1.0,32.1319887,-101.3938182
TNOLSEN___0,Olsen Substation,ercot_reference_exact,1.0,31.7767374,-97.5642983
TNOLSEN___1,Olsen Substation,ercot_reference_exact,1.0,31.7767374,-97.5642983
TNOLSEN___1Z,Olsen Substation,ercot_reference_exact,1.0,31.7767374,-97.5642983
TNP1___1,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNPECOS___1A,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1B,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1C,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1D,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1E,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1F,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1G,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1H,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1I,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1J,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1K,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1L,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1M,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1N,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPECOS___1O,Pecos,ercot_reference_exact,1.0,31.4288846,-103.4987037
TNPUCKTFLD0Z,Puckett Substation,ercot_reference_exact,1.0,30.6296616,-102.5483452
TNPYOTE___1V,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
TNPYOTE___1W,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
TNPYOTE___1X,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
TNPYOTE___1Y,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
TNPYOTE___1Z,Pyote Substation,ercot_reference_exact,1.0,31.4506038,-103.0980024
TNP_ONE_1,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_5110,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_5200,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_5210,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_6756,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_K,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_KI,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_ONE_KW,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_TNP_O_1,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNP_TNP_O_2,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNSEMINOLE1W,Seminole,ercot_reference_exact,1.0,32.7828601,-102.6756116
TNSEMINOLE1X,Seminole,ercot_reference_exact,1.0,32.7828601,-102.6756116
TNSEMINOLE1Y,Seminole,ercot_reference_exact,1.0,32.7828601,-102.6756116
TNSEMINOLE1Z,Seminole,ercot_reference_exact,1.0,32.7828601,-102.6756116
TNSWEENY__1V,Sweeny Substation,ercot_reference_exact,1.0,29.0554086,-95.6871314
TNSWEENY__1W,Sweeny Substation,ercot_reference_exact,1.0,29.0554086,-95.6871314
TNSWEENY__1X,Sweeny Substation,ercot_reference_exact,1.0,29.0554086,-95.6871314
TNSWEENY__1Y,Sweeny Substation,ercot_reference_exact,1.0,29.0554086,-95.6871314
TNSWEENY__1Z,Sweeny Substation,ercot_reference_exact,1.0,29.0554086,-95.6871314
TNSYCAMORE0Y,Sycamore Substation,ercot_reference_exact,1.0,31.4753019,-97.7199776
TNTEJAS___1V,Tejas Substation,ercot_reference_exact,1.0,29.3801432,-94.9229792
TNTEJAS___1W,Tejas Substation,ercot_reference_exact,1.0,29.3801432,-94.9229792
TNTEJAS___1X,Tejas Substation,ercot_reference_exact,1.0,29.3801432,-94.9229792
TNTEJAS___1Y,Tejas Substation,ercot_reference_exact,1.0,29.3801432,-94.9229792
TNTEJAS___1Z,Tejas Substation,ercot_reference_exact,1.0,29.3801432,-94.9229792
TNTERMINAL0,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTERMINAL0Q,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTERMINAL0T,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTERMINAL0U,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTERMINAL0V,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTERMINAL0Y,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTERMINAL0Z,Terminal Substation,ercot_reference_exact,1.0,29.3705796,-94.9112886
TNTNPONE_28,Tnp One Substation,ercot_reference_exact,1.0,31.0912725,-96.6935559
TNWHITNEY_0Y,Whitney Substation,ercot_reference_exact,1.0,32.4697175,-94.7152066
TNWICKETT_0T,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_0U,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_0Z,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_1V,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_1W,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_1X,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_1Y,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWICKETT_1Z,Wickett Substation,ercot_reference_exact,1.0,31.5980443,-103.0212035
TNWINK_1,Wink Substation,ercot_reference_exact,1.0,31.763284,-103.1628419
TNWINK____1Y,Wink Substation,ercot_reference_exact,1.0,31.763284,-103.1628419
TNWINK____1Z,Wink Substation,ercot_reference_exact,1.0,31.763284,-103.1628419
TOBORDAS2,Bordas Substation,ercot_reference_exact,1.0,27.3211338,-98.9980687
TOMATO1_BB,Tomato Substation,ercot_reference_exact,1.0,32.3450966,-99.2972192
TOMATO2_BB,Tomato Substation,ercot_reference_exact,1.0,32.3450966,-99.2972192
TORR_ALL,Lobo Substation,ercot_reference_exact,1.0,27.5789332,-99.2756424
TORT_ESS_RN,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TORT_ESS_TL,Alvin Substation,ercot_reference_exact,1.0,29.4333127,-95.2494409
TOYOTA_A,Toyota Substation,exact,0.99,29.268979,-98.5372461
TOYOTA_B,Toyota Substation,exact,0.99,29.268979,-98.5372461
TR1_BUS,Eden Substation,ercot_reference_exact,1.0,31.2157406,-99.8362262
TREB_SOLAR1,Joslin Substation,ercot_reference_exact,1.0,28.6487411,-96.5464448
TRENT_0004,Trent Substation,ercot_reference_exact,1.0,32.4927396,-100.1179747
TRENT_TRENT,Trent Substation,ercot_reference_exact,1.0,32.4927396,-100.1179747
TSM,Butler Substation,ercot_reference_exact,1.0,30.3894531,-97.3247387
TULETA_BS2,Tuleta Substation,ercot_reference_exact,1.0,28.5982273,-97.7885435
TULETA_LD2,Tuleta Substation,ercot_reference_exact,1.0,28.5982273,-97.7885435
TURK_L_A,Turkey Substation,ercot_reference_exact,1.0,34.3916597,-100.8891595
