NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset,lmp_avg,lmp_hub_spread,lmp_std,shadow_price_nearby,constraint_hours,CAPACITY_SCORE,TIER,ercot_bus_matched,match_confidence,data_source,score_timestamp,queue_hits,project_hits,upgrade_pressure,hosting_band,hosting_confidence,primary_limiter
Israel Road Substation,,,TX,30.7300365,-94.9064333,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Jim Payne Substation,,,TX,32.6540653,-102.0399812,1,138.0,138.0,Golden Spread Electric Cooperative,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Jollyville Substation,,,TX,30.47956,-97.7816677,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Jones Street Substation,,,TX,33.0641789,-97.0040362,1,138.0,13.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Karnes City Substation,,,TX,28.8588949,-97.8786038,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Keith Switching Station,,,TX,30.6510846,-96.0913738,1,138.0,138.0,Brazos Electric,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kempner Substation,,,TX,31.0913408,-98.0539759,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kendall Ctec Substation,,,TX,29.9862665,-98.8847756,1,138.0,12.5,Central Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kenedy Switching Station,,,TX,28.8424725,-97.8374184,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kent Substation,,,TX,30.4953132,-97.8083695,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kerrville Legion Substation,,,TX,30.0003254,-99.1003677,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kerrville Stadium Substation,,,TX,30.0578856,-99.1338523,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kerrville Travis Substation,,,TX,30.042648,-99.1246412,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Ketchum Mountain Substation,,,TX,31.2969386,-101.0360074,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
King Mountain Northeast Substation,,,TX,31.2744242,-102.1795982,1,138.0,34.5,NextEra Energy,generation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
King Mountain Northwest Substation,,,TX,31.2526398,-102.2383862,1,138.0,34.5,NextEra Energy,generation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
King Mountain Southeast Substation,,,TX,31.2274527,-102.1330372,1,138.0,34.5,NextEra Energy,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
King Mountain Southwest Substation,,,TX,31.2214464,-102.2773363,1,138.0,34.5,NextEra Energy,generation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
King Ranch Gas Plant Substation,,,TX,27.4692226,-98.0534068,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kings Row Substation,,,TX,33.2499992,-97.0985878,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kingsbery Substation,,,TX,30.2652069,-97.6871771,1,138.0,69.0,Austin Energy,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kingsville Substation,,,TX,27.530704,-97.8862268,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Kirbyville Substation,,,TX,30.6730971,-93.8905017,1,138.0,138.0,JNEC,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Koch Upriver Substation,,,TX,27.827338,-97.5247135,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Koppe Bridge Substation,,,TX,30.5329126,-96.311192,1,138.0,138.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
La Grange Substation,,,TX,29.9327742,-96.8743392,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
La Palma 138 Kv Substation,,,TX,26.1435974,-97.6425883,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
La Quinta Substation,,,TX,27.4874721,-99.0066386,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
La Sara Substation,,,TX,26.4512817,-97.8468366,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
La Sierra Substation,,,TX,29.6171858,-98.6080393,1,138.0,34.5,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lago Vista Substation,,,TX,30.4606591,-97.9785748,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lake Forest Substation,,,TX,30.3403973,-95.6145329,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lake Lamond Substation,,,TX,32.5066146,-94.7699476,1,138.0,69.0,Southwestern Electric Power Company,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lake Pauline Substation,,,TX,34.2523255,-99.684751,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lake Whitney Substation,,,TX,31.8596211,-97.3672401,1,138.0,69.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lakeshore Substation,,,TX,30.3151729,-97.7804896,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lakeway Tap,,,TX,30.3777135,-97.9423974,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lamesa Solar Substation,,,TX,32.7195007,-101.9362299,1,138.0,138.0,Southern Company,generation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lampasas Substation,,,TX,31.0845143,-98.1837127,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lane City Pump Substation,,,TX,29.1933412,-96.0716946,1,138.0,138.0,American Electric Power,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Langford Wind Substation,,,TX,31.1185543,-100.6307469,1,138.0,34.5,NRG Energy,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Laredo Heights Substation,,,TX,27.5236798,-99.4901461,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Laredo Plant Statcom Substation,,,TX,27.5687335,-99.508382,1,138.0,138.0,American Electric Power,compensation,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Laredo Street Substation,,,TX,29.4153412,-98.5016282,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Laredo Vft North Yard,,,TX,27.5725569,-99.5090455,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Las Pulgas Substation,,,TX,26.460976,-97.7505799,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
League City Main Substation,,,TX,29.5009557,-95.0819814,1,138.0,12.5,Texas-New Mexico Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Leander Substation,,,TX,30.5857052,-97.841613,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Leon Creek Switchyard,,,TX,29.3502913,-98.5751762,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lexington Substation,,,TX,30.4158731,-97.0032872,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Ligon Substation,,,TX,30.8330141,-102.3723321,1,138.0,138.0,BP,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lingleville Substation,,,TX,32.2608135,-98.4683601,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Livingston Substation,,,TX,30.714288,-94.9175312,1,138.0,138.0,City of Livingston,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lockhart Substation,,,TX,29.8708131,-97.6612579,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Logan'S Gap Wind Substation,,,TX,31.8030627,-98.6943437,1,138.0,34.5,Pattern Energy,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Loma Alta Substation,,,TX,25.9773229,-97.3844911,1,138.0,69.0,Brownsville Public Utilities Board,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Long Loop Substation,,,TX,30.8956049,-101.9919923,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Longview Heights Substation,,,TX,32.5064616,-94.6874154,1,138.0,69.0,Southwestern Electric Power Company,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Loop 337 Substation,,,TX,29.702233,-98.1600053,1,138.0,12.5,New Braunfels Utilities,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Loop 463 Substation,,,TX,28.8163835,-97.0749995,1,138.0,12.5,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Los Angeles Heights Substation,,,TX,29.4668347,-98.5264534,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Los Angeles Substation,,,TX,28.390901,-99.0011059,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Los Fresnos Substation,,,TX,26.0767803,-97.5232475,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lost Creek Substation,,,TX,29.0679076,-97.3662781,1,138.0,138.0,Guadalupe Valley Electric Cooperative,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Lotebush Substation,,,TX,31.2916032,-103.1171075,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Luling City Substation,,,TX,29.6974781,-97.6543808,1,138.0,12.5,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Macedonia Substation,,,TX,30.1597039,-95.8099064,1,138.0,24.9,San Bernard Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Magnesium Plant Substation,,,TX,30.3733286,-97.7226041,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Manchaca Substation,,,TX,30.1352506,-97.8506158,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Maple Street Substation,,,TX,32.4041606,-99.7257068,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Marble Falls Substation,,,TX,30.5551766,-98.2577588,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Marfa Alamito Creek Substation,,,TX,30.3162931,-104.0088458,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Marshall Ford Lower Switchyard,,,TX,30.3899725,-97.9075505,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Marshall Ford Upper Switchyard,,,TX,30.3892021,-97.9090549,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Martinez Substation,,,TX,29.4506996,-98.3223674,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mason Creek Substation,,,TX,29.7605766,-99.0223297,1,138.0,12.5,Bandera Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mauermann Road Substation,,,TX,29.2845343,-98.5074973,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mcadoo Wind Energy Substation,,,TX,33.750418,-100.9915587,1,138.0,138.0,Invenergy,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mccabe Substation,,,TX,29.6432279,-95.0404527,1,138.0,138.0,Kuraray,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mccamey Substation,,,TX,31.1372477,-102.203295,1,138.0,12.5,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mccarty Lane Substation,,,TX,29.8264826,-97.9647471,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mcelmurray 24.9 Substation,,,TX,32.4659237,-100.1391493,1,138.0,0.025,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mcelmurray Substation,,,TX,32.465892,-100.1388486,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mckinney Street Substation,,,TX,33.2136275,-97.1027909,1,138.0,138.0,Denton Municipal Electric,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mcqueeney Substation,,,TX,29.5885477,-98.0495854,1,138.0,138.0,Guadalupe Valley Electric Cooperative,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Medical Center Substation,,,TX,29.5207624,-98.5757141,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Medina Base Substation,,,TX,29.380694,-98.6347169,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Medina Lake Substation,,,TX,29.6125343,-98.9331466,1,138.0,12.5,Bandera Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Medio Creek Substation,,,TX,28.2534228,-97.3399067,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Menard Substation,,,TX,30.5830965,-94.7477474,1,138.0,138.0,Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mendoza Substation,,,TX,30.0035263,-97.6676064,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Menger Creek Substation,,,TX,29.7626519,-98.7203037,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mesa View Substation,,,TX,30.8977456,-101.9922593,1,138.0,138.0,American Electric Power; Lower Colorado River Authority,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Met Center Substation,,,TX,30.2110191,-97.6931472,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mi Vida Substation,,,TX,31.5152779,-103.4510308,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mill Creek Substation,,,TX,30.9942761,-94.1060456,1,138.0,138.0,JNEC; Bluebonnet Electric Cooperative,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Miller Creek Substation,,,TX,30.2620154,-98.2984704,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mines Road Substation,,,TX,27.6360241,-99.5302052,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Mockingbird Substation,,,TX,29.701245,-96.5736899,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Monsanto Substation,,,TX,29.2562723,-95.2116637,1,138.0,138.0,Monsanto,industrial,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Moulton South Substation,,,TX,29.5310832,-97.1402348,1,138.0,69.0,Guadalupe Valley Electric Cooperative,transmission,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
Moulton Substation,,,TX,29.5742998,-97.1402268,1,138.0,69.0,Lower Colorado River Authority; Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM,,,0.0,0.0,0.0,,UNSCORED,,,unscored,2026-04-16T02:57:59.364804+00:00,0,0,low,UNKNOWN,LOW,unknown
