NAME,CITY,COUNTY,STATE,LATITUDE,LONGITUDE,LINES,MAX_VOLT,MIN_VOLT,OWNER,TYPE,STATUS,source_dataset
Teco Substation,,,TX,29.7037731,-95.3982236,1,138.0,138.0,TECO,transmission,IN SERVICE,OSM
Tejas Substation,,,TX,29.3801432,-94.9229792,1,138.0,138.0,Texas-New Mexico Power,industrial,IN SERVICE,OSM
Tenaris Substation,,,TX,28.9930882,-95.9120064,1,138.0,138.0,South Texas Electric Cooperative,industrial,IN SERVICE,OSM
Tenth Street Substation,,,TX,29.4326601,-98.4799062,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Terminal Substation,,,TX,29.3705796,-94.9112886,1,138.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Terrell Hills Substation,,,TX,29.4866463,-98.4467787,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Texas A&M University Substation,,,TX,30.616599,-96.3510888,1,138.0,138.0,Texas A&M University,distribution,IN SERVICE,OSM
Texas Cryptologic Center Substation,,,TX,29.4479975,-98.638713,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM
Texas Research Substation,,,TX,29.4205238,-98.7877591,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Tezel Substation,,,TX,29.5186081,-98.6578844,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Thepalm Substation,,,TX,26.3449296,-97.6706063,1,138.0,34.5,Duke Energy,transmission,IN SERVICE,OSM
Thomaston Substation,,,TX,28.997465,-97.1485513,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Thompson Creek Substation,,,TX,30.5950737,-96.417405,1,138.0,138.0,Bryan Texas Utilities,distribution,IN SERVICE,OSM
Tilden Substation,,,TX,28.4593869,-98.5185235,1,138.0,138.0,South Texas Electric Cooperative,distribution,IN SERVICE,OSM
Tippet Substation,,,TX,30.9921472,-102.1338353,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Titan Tire Substation,,,TX,25.9946021,-97.4779405,1,138.0,138.0,Brownsville Public Utilities Board,industrial,IN SERVICE,OSM
Tomato Substation,,,TX,32.3450966,-99.2972192,1,138.0,0.012,Golden Spread Electric Cooperative,minor_distribution,IN SERVICE,OSM
Tombstone Substation,,,TX,31.0023866,-102.6790079,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Tordillo Substation,,,TX,28.8351968,-98.183065,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Toyota Substation,,,TX,29.268979,-98.5372461,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM
Trading Post Substation,,,TX,30.3129588,-97.9712898,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Trans-Pecos Substation,,,TX,31.2753226,-103.1177723,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Trees Substation,,,TX,26.3215155,-97.5993594,1,138.0,34.5,Duke Energy,transmission,IN SERVICE,OSM
Trent Wind Farm Substation,,,TX,32.4495979,-100.2317823,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Tri-County Substation,,,TX,29.6100315,-98.2708356,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Triangle Park Substation,,,TX,30.7253746,-96.4491716,1,138.0,138.0,Bryan Texas Utilities,transmission,IN SERVICE,OSM
Trimmer Substation,,,TX,31.0078643,-97.6814637,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Trumbo Substation,,,TX,29.2101783,-98.5046066,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Tuleta Substation,,,TX,28.5982273,-97.7885435,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Tunas Creek Substation,,,TX,30.9818273,-102.2754678,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Turkey Creek Substation,,,TX,30.8366902,-94.4241364,1,138.0,138.0,SHECO,distribution,IN SERVICE,OSM
Turkey Track Wind Substation,,,TX,32.2119828,-100.2564506,1,138.0,138.0,Invenergy,transmission,IN SERVICE,OSM
Turnersville Substation,,,TX,30.0737738,-97.7830098,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Turtle Creek Substation,,,TX,29.9689246,-99.2072635,1,138.0,24.9,Bandera Electric Cooperative; American Electric Power,distribution,IN SERVICE,OSM
Tuttle Switchyard,,,TX,29.529181,-98.4186763,1,138.0,138.0,CPS Energy,transmission,IN SERVICE,OSM
Txi Substation,,,TX,33.8162203,-96.3362104,1,138.0,12.5,New Braunfels Utilities,industrial,IN SERVICE,OSM
Union Carbide Substation,,,TX,25.9644968,-97.375534,1,138.0,69.0,Brownsville Public Utilities Board; American Electric Power,distribution,IN SERVICE,OSM
University Substation,,,TX,27.5881814,-99.4298447,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Upton County Solar 2 Substation,,,TX,31.254196,-102.2961628,1,138.0,34.5,Vistra Energy,transmission,IN SERVICE,OSM
Usaa #1 Substation,,,TX,29.5332783,-98.5762882,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Usaa #2 Substation,,,TX,29.5304969,-98.5713421,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Utsa Substation,,,TX,29.5865268,-98.6259333,1,138.0,13.8,CPS Energy,distribution,IN SERVICE,OSM
Uvalde Substation,,,TX,29.2129414,-99.7985937,1,138.0,69.0,American Electric Power; South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Valley Road Substation,,,TX,29.2386919,-98.4296006,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Vanderbilt Substation,,,TX,28.8058488,-96.6458304,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Vega Substation,,,TX,35.2534718,-102.4164982,1,138.0,69.0,Xcel Energy; Austin Energy,distribution,IN SERVICE,OSM
Verde Circle,,,TX,29.47397,-98.6819595,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM
Verde Creek Substation,,,TX,29.9331465,-99.0550854,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Vernon Main Street Substation,,,TX,34.1634783,-99.2853884,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Veteran Substation,,,TX,29.9680988,-95.4855048,1,138.0,138.0,Transcontinental Gas Pipeline Company,industrial,IN SERVICE,OSM
Veterans Substation,,,TX,34.6662941,-99.3072203,1,138.0,138.0,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Victoria Switching Station,,,TX,28.7867023,-97.0104967,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Villa Cavazos Substation,,,TX,26.0219992,-97.5977188,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Vinson Station,,,TX,32.3595266,-99.7000027,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Vlsi Substation,,,TX,29.4735314,-98.6785475,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM
Wadsworth Substation,,,TX,28.7850678,-95.9379682,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Waha Substation,,,TX,31.2935896,-103.1132143,1,138.0,138.0,Enstor,industrial,IN SERVICE,OSM
Walker Substation,,,TX,32.35839,-99.7002086,1,138.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Waller Substation,,,TX,30.0766237,-96.0832073,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Walnut Creek,,,TX,34.9868473,-97.3719369,1,138.0,138.0,Oklahoma Gas & Electric,yes,IN SERVICE,OSM
Walnut Creek Substation,,,TX,30.2740554,-97.6531032,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Walnut Substation,,,TX,32.9164484,-96.6318372,1,138.0,138.0,Garland Power & Light,transmission,IN SERVICE,OSM
Walzem Road Substation,,,TX,29.5096409,-98.3692673,1,138.0,138.0,CPS Energy,distribution,IN SERVICE,OSM
Warburton Substation,,,TX,28.5983135,-97.0474449,1,138.0,69.0,South Texas Electric Cooperative,transmission,IN SERVICE,OSM
Warda Substation,,,TX,30.050317,-96.9208608,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Warren Substation,,,TX,30.310659,-97.7582,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Waterport Substation,,,TX,25.9532521,-97.4126021,1,138.0,138.0,Brownsville Public Utilities Board,distribution,IN SERVICE,OSM
Weatherford Southeast Substation,,,TX,35.5074721,-98.67884,1,138.0,138.0,Public Service Company of Oklahoma,transmission,IN SERVICE,OSM
Weatherford Substation,,,TX,35.5242293,-98.7053576,1,138.0,13.8,Public Service Company of Oklahoma,distribution,IN SERVICE,OSM
Webberville Solar Substation,,,TX,30.2431555,-97.5023373,1,138.0,138.0,Lower Colorado River Authority; RES America,transmission,IN SERVICE,OSM
Webberville Substation,,,TX,30.2488051,-97.4879471,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Weiderstein Substation,,,TX,29.5991214,-98.2653033,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Weil Tract Substation,,,TX,27.7967665,-97.4854688,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Weimar Substation,,,TX,29.6836678,-96.783655,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Welcome Substation,,,TX,30.0327346,-96.4785325,1,138.0,138.0,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Welfare Substation,,,TX,29.8868161,-98.7606541,1,138.0,12.5,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Wellborn Switching Station,,,TX,30.5008286,-96.2526716,1,138.0,138.0,Bryan Texas Utilities,transmission,IN SERVICE,OSM
Wellington Substation,,,TX,34.8632709,-100.211291,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Wells Branch Substation,,,TX,30.4460607,-97.6891131,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
West Batesville Substation,,,TX,28.9448967,-99.7287362,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
West Childress Substation,,,TX,34.4194449,-100.2270493,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
West Columbia Local Substation,,,TX,29.1492563,-95.6501211,1,138.0,12.5,Texas-New Mexico Power,distribution,IN SERVICE,OSM
West Columbia Main Substation,,,TX,29.1545962,-95.6570919,1,138.0,138.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
West Lamesa Substation,,,TX,32.7156636,-102.0602236,1,138.0,138.0,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
West Oso Substation,,,TX,27.7662046,-97.4521276,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
West Substation,,,TX,33.0479812,-97.0350388,1,138.0,13.0,PNM,distribution,IN SERVICE,OSM
West Yates Substation,,,TX,30.9492567,-101.9658185,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Westover Hills Substation,,,TX,29.4811246,-98.6943429,1,138.0,138.0,CPS Energy,industrial,IN SERVICE,OSM
Westside Substation,,,TX,29.4397815,-98.5609105,1,138.0,138.0,CPS Energy; American Electric Power,distribution,IN SERVICE,OSM
Wetsel Substation,,,TX,32.6295111,-100.5469642,1,138.0,12.5,Golden Spread Electric Cooperative,distribution,IN SERVICE,OSM
Wheless Lane Substation,,,TX,30.3130498,-97.6850192,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
White Baker Substation,,,TX,30.8853678,-102.4233843,1,138.0,69.0,Southwest Texas Electric Cooperative; Texas-New Mexico Power,distribution,IN SERVICE,OSM
Whitestone Substation,,,TX,30.5200544,-97.8304674,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Whitetail Substation,,,TX,27.486609,-99.0091024,1,138.0,34.5,Exelon,transmission,IN SERVICE,OSM
Whiting Substation,,,TX,29.8397365,-100.7956837,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Whitney Substation,,,TX,32.4697175,-94.7152066,1,138.0,69.0,American Electric Power; Texas-New Mexico Power,transmission,IN SERVICE,OSM
Wickett Substation,,,TX,31.5980443,-103.0212035,1,138.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Williamson Substation,,,TX,30.4371887,-97.7502424,1,138.0,138.0,Austin Energy,distribution,IN SERVICE,OSM
Willow Springs Substation,,,TX,29.9502083,-96.6139709,1,138.0,138.0,Fayette Electric Cooperative,distribution,IN SERVICE,OSM
Wilson Substation,,,TX,29.3376671,-98.1728307,1,138.0,138.0,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Wimberley Substation,,,TX,29.999631,-98.1026481,1,138.0,138.0,Pedernales Electric Cooperative,distribution,IN SERVICE,OSM
Winchester Power Park Substation,,,TX,30.0255218,-96.9949247,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Winchester Substation,,,TX,30.0444296,-96.9865289,1,138.0,138.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Windsor Substation,,,TX,31.5078256,-97.3009708,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Wink Substation,,,TX,31.763284,-103.1628419,1,138.0,69.0,Texas-New Mexico Power,transmission,IN SERVICE,OSM
Wirtz Substation,,,TX,30.5596814,-98.3374716,1,138.0,69.0,Lower Colorado River Authority,transmission,IN SERVICE,OSM
Wolf Bone Ranch Substation,,,TX,31.238172,-103.216114,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Wolf Creek Substation,,,TX,30.1233478,-99.08809,1,138.0,24.9,Central Texas Electric Cooperative; Sam Houston Electric Cooperative,distribution,IN SERVICE,OSM
Wolf Lane Substation,,,TX,30.1394607,-97.5614008,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Wolfberry Substation,,,TX,31.1094511,-101.3892783,1,138.0,138.0,American Electric Power,transmission,IN SERVICE,OSM
Woodhaven Substation,,,TX,30.3194823,-95.5562009,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Woodward Wind 1 Substation,,,TX,30.9515757,-102.4809934,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Woodward Wind 2 Substation,,,TX,30.9800873,-102.4169553,1,138.0,138.0,NextEra Energy,transmission,IN SERVICE,OSM
Wooldridge Substation,,,TX,27.6817601,-97.352423,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Worsham Field Substation,,,TX,31.3561877,-103.3344306,1,138.0,138.0,Texas-New Mexico Power,distribution,IN SERVICE,OSM
Wright Substation,,,TX,32.2629217,-98.1910947,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
Wyldwood Substation,,,TX,30.1309824,-97.473709,1,138.0,12.5,Bluebonnet Electric Cooperative,distribution,IN SERVICE,OSM
Wylie Substation,,,TX,32.3681681,-99.7763999,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Wynn Joyce Substation,,,TX,32.8655482,-96.601545,1,138.0,138.0,Garland Power & Light,distribution,IN SERVICE,OSM
Xto University Substation,,,TX,32.1923944,-102.5700534,1,138.0,138.0,XTO Energy,distribution,IN SERVICE,OSM
Yellowjacket Substation,,,TX,30.931646,-99.7847923,1,138.0,69.0,American Electric Power,transmission,IN SERVICE,OSM
Yoakum Gaetner Road Substation,,,TX,29.2797532,-97.1565725,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
York Creek Substation,,,TX,29.7375025,-97.950055,1,138.0,24.9,Guadalupe Valley Electric Cooperative,distribution,IN SERVICE,OSM
Yorktown Substation,,,TX,28.9747466,-97.4986205,1,138.0,138.0,Lower Colorado River Authority,distribution,IN SERVICE,OSM
Yucca Substation,,,TX,30.9905365,-101.0773295,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Zacate Creek Substation,,,TX,27.5405375,-99.5003342,1,138.0,138.0,American Electric Power,distribution,IN SERVICE,OSM
Zephyr Substation,,,TX,31.7094614,-98.8616336,1,138.0,138.0,Brazos Electric,distribution,IN SERVICE,OSM
3-Mile Draw Substation,,,TX,31.8142685,-103.9830076,1,138.0,138.0,,industrial,IN SERVICE,OSM
Adobe Meadows Substation,,,TX,32.0625481,-102.0731607,1,138.0,138.0,,distribution,IN SERVICE,OSM
Ahloso Substation,,,TX,34.7193805,-96.6191245,1,138.0,138.0,,,IN SERVICE,OSM
Alex Bradley Substation,,,TX,34.8536835,-97.7963689,1,138.0,138.0,,,IN SERVICE,OSM
Alkane Substation,,,TX,29.6814436,-95.0214445,1,138.0,138.0,,industrial,IN SERVICE,OSM
Amerigas Substation,,,TX,31.3560756,-96.160354,1,138.0,138.0,,industrial,IN SERVICE,OSM
Amoco Three-Bar Substation,,,TX,32.1450596,-102.8057824,1,138.0,138.0,,industrial,IN SERVICE,OSM
Anadarko,,,TX,35.0834184,-98.2282192,1,138.0,138.0,,transmission,IN SERVICE,OSM
Arena Substation,,,TX,32.2236337,-102.6775362,1,138.0,138.0,,distribution,IN SERVICE,OSM
Armand Substation,,,TX,29.6240286,-95.0880674,1,138.0,138.0,,industrial,IN SERVICE,OSM
Atoka,,,TX,34.4103517,-96.1097334,1,138.0,138.0,,,IN SERVICE,OSM
Basf Substation,,,TX,29.0016876,-95.3966161,1,138.0,138.0,,industrial,IN SERVICE,OSM
Baylor Substation,,,TX,31.5507975,-97.104283,1,138.0,138.0,,distribution,IN SERVICE,OSM
Bayou Cogen Substation,,,TX,29.6262386,-95.046627,1,138.0,138.0,,transmission,IN SERVICE,OSM
Bennington Substation,,,TX,34.0266622,-96.0247696,1,138.0,138.0,,,IN SERVICE,OSM
Big Bay Substation,,,TX,29.6233565,-95.0454021,1,138.0,138.0,,industrial,IN SERVICE,OSM
Big Three Substation,,,TX,28.6513803,-96.9140266,1,138.0,138.0,,industrial,IN SERVICE,OSM
Biomass Substation,,,TX,31.369262,-94.7389678,1,138.0,138.0,,transmission,IN SERVICE,OSM
Blanchard South Substation,,,TX,35.0625056,-97.6535557,1,138.0,138.0,,,IN SERVICE,OSM
Bluebird Substation,,,TX,33.9788784,-96.0062372,1,138.0,138.0,,,IN SERVICE,OSM
Bodle Substation,,,TX,34.0080081,-96.3952858,1,138.0,138.0,,,IN SERVICE,OSM
Booster Substation,,,TX,28.9628582,-95.3917232,1,138.0,138.0,,industrial,IN SERVICE,OSM
Brazos Electric Coop,,,TX,32.4806963,-96.9064277,1,138.0,138.0,,distribution,IN SERVICE,OSM
Bridge Creek Substation,,,TX,35.2702654,-97.7251576,1,138.0,138.0,,,IN SERVICE,OSM
Bryan Substation,,,TX,28.9195013,-95.3760689,1,138.0,138.0,,industrial,IN SERVICE,OSM
Bunch Gully Substation,,,TX,30.0503406,-93.7745469,1,138.0,138.0,,transmission,IN SERVICE,OSM
Bypark Substation,,,TX,29.6423045,-95.0594266,1,138.0,138.0,,industrial,IN SERVICE,OSM
California Creek Substation,,,TX,33.0721023,-99.5569829,1,138.0,138.0,,industrial,IN SERVICE,OSM
Calmont Substation,,,TX,32.7360234,-97.4498108,1,138.0,69.0,,transmission,IN SERVICE,OSM
Camden Substation,,,TX,28.9881323,-95.3573917,1,138.0,138.0,,industrial,IN SERVICE,OSM
Carnegie,,,TX,35.0585958,-98.6059718,1,138.0,138.0,,,IN SERVICE,OSM
Cavern Substation,,,TX,29.0324081,-95.3390571,1,138.0,138.0,,industrial,IN SERVICE,OSM
Celanese Bay City Substation,,,TX,28.8679442,-96.0155965,1,138.0,138.0,,industrial,IN SERVICE,OSM
Celnec Substation,,,TX,29.6283145,-95.0648161,1,138.0,138.0,,industrial,IN SERVICE,OSM
Cemetery Road Substation,,,TX,35.3102553,-97.7634414,1,138.0,138.0,,,IN SERVICE,OSM
Chickasa North 29Th Street Substation,,,TX,35.0650542,-97.9697425,1,138.0,138.0,,distribution,IN SERVICE,OSM
Colbert Substation,,,TX,33.8814608,-96.4987295,1,138.0,138.0,,,IN SERVICE,OSM
Comanche Substation,,,TX,34.3482016,-97.9708161,1,138.0,69.0,,,IN SERVICE,OSM
Copper Substation,,,TX,29.0067586,-95.4051272,1,138.0,138.0,,industrial,IN SERVICE,OSM
Coral Substation,,,TX,31.0375442,-103.7226557,1,138.0,138.0,,industrial,IN SERVICE,OSM
Cornville Substation,,,TX,35.0217614,-97.8940013,1,138.0,138.0,,,IN SERVICE,OSM
County Road 101 Substation,,,TX,31.2755399,-103.1066405,1,138.0,138.0,,industrial,IN SERVICE,OSM
Cow Substation,,,TX,30.0411958,-93.7497434,1,138.0,138.0,,transmission,IN SERVICE,OSM
Davson Substation,,,TX,29.7164187,-95.1892412,1,138.0,138.0,,industrial,IN SERVICE,OSM
Decordova Station,,,TX,32.4026226,-97.6975261,1,138.0,138.0,,generation,IN SERVICE,OSM
Denison Dam Substation,,,TX,33.8167356,-96.5685696,1,138.0,138.0,,generation,IN SERVICE,OSM
Depot Substation,,,TX,29.7520837,-95.1268454,1,138.0,138.0,,industrial,IN SERVICE,OSM
Diboll Southern Pine Substation,,,TX,31.1911678,-94.7909011,1,138.0,138.0,,distribution,IN SERVICE,OSM
Drippling Substation,,,TX,34.16783,-97.0387872,1,138.0,138.0,,,IN SERVICE,OSM
Dsm Substation,,,TX,29.0103362,-95.3697071,1,138.0,138.0,,industrial,IN SERVICE,OSM
Durant Substation,,,TX,34.0123962,-96.3028351,1,138.0,138.0,,,IN SERVICE,OSM
Eagle Claw Midstream Substation,,,TX,31.3328157,-103.5037756,1,138.0,138.0,,industrial,IN SERVICE,OSM
Eagle Mountain Substation (138Kv),,,TX,32.9068797,-97.4784739,1,138.0,138.0,,transmission,IN SERVICE,OSM
East Mesquite Substation,,,TX,32.7753503,-96.5725055,1,138.0,12.5,,distribution,IN SERVICE,OSM
East Richardson Switching Station,,,TX,32.9567973,-96.7007919,1,138.0,138.0,,distribution,IN SERVICE,OSM
El Reno Southwest Substation,,,TX,35.4859992,-97.9909732,1,138.0,69.0,,,IN SERVICE,OSM
Elk City Falcon Road Substation,,,TX,35.4081955,-99.4536704,1,138.0,138.0,,distribution,IN SERVICE,OSM
Endeavor Substation,,,TX,31.8172045,-101.9755564,1,138.0,138.0,,distribution,IN SERVICE,OSM
Enos Substation,,,TX,33.8927093,-96.7519869,1,138.0,138.0,,,IN SERVICE,OSM
Enville Substation,,,TX,34.0094212,-96.9908162,1,138.0,138.0,,,IN SERVICE,OSM
Euless South Substation,,,TX,32.8150831,-97.1221357,1,138.0,12.5,,distribution,IN SERVICE,OSM
Explorer Pl. Durant,,,TX,34.1139623,-96.3255345,1,138.0,138.0,,industrial,IN SERVICE,OSM
Explorer Substation,,,TX,31.4222156,-95.6680196,1,138.0,138.0,,industrial,IN SERVICE,OSM
Exxon Fullerton Substation,,,TX,32.4229895,-102.7974433,1,138.0,138.0,,distribution,IN SERVICE,OSM
Faron Street Substation,,,TX,32.7097359,-97.4050967,1,138.0,138.0,,distribution,IN SERVICE,OSM
Forest Hill Switching Station,,,TX,32.6446636,-97.2871176,1,138.0,69.0,,transmission,IN SERVICE,OSM
Genoa Substation,,,TX,29.6227473,-95.1177688,1,138.0,138.0,,industrial,IN SERVICE,OSM
Georgia Tap,,,TX,35.0691863,-98.2405362,1,138.0,138.0,,yes,IN SERVICE,OSM
Goldsmith Amoco Substation,,,TX,31.9906577,-102.6531239,1,138.0,138.0,,industrial,IN SERVICE,OSM
Grady Substation,,,TX,34.8018071,-97.702975,1,138.0,138.0,,,IN SERVICE,OSM
Greenville Avenue Substation,,,TX,32.8410524,-96.7687774,1,138.0,12.5,,distribution,IN SERVICE,OSM
Haden Substation,,,TX,29.7596738,-95.1730067,1,138.0,138.0,,industrial,IN SERVICE,OSM
Hanna Substation,,,TX,29.5976689,-95.0312974,1,138.0,138.0,,industrial,IN SERVICE,OSM
Hemphill Substation,,,TX,32.7393858,-97.3323831,1,138.0,12.5,,transmission,IN SERVICE,OSM
Hillsboro Substation,,,TX,32.0148101,-97.1369672,1,138.0,69.0,,transmission,IN SERVICE,OSM
Himont Substation,,,TX,29.6342861,-95.0558786,1,138.0,138.0,,industrial,IN SERVICE,OSM
Hunter Substation,,,TX,29.6014186,-95.0144409,1,138.0,138.0,,industrial,IN SERVICE,OSM
Hutchins Substation,,,TX,32.6303563,-96.7053337,1,138.0,138.0,,distribution,IN SERVICE,OSM
Jasper Substation,,,TX,30.9508095,-94.0006164,1,138.0,69.0,,transmission,IN SERVICE,OSM
Jefferson Switching Station,,,TX,32.7730103,-94.3920933,1,138.0,138.0,,transmission,IN SERVICE,OSM
Jensen Road Substation,,,TX,35.4928605,-97.9631945,1,138.0,138.0,,,IN SERVICE,OSM
Jester Substation,,,TX,29.9901075,-95.4576558,1,138.0,138.0,,industrial,IN SERVICE,OSM
Kiersey Substation,,,TX,33.9987519,-96.4564611,1,138.0,138.0,,,IN SERVICE,OSM
Kirkland Park Substation,,,TX,32.89295,-96.7638817,1,138.0,138.0,,distribution,IN SERVICE,OSM
Knox Lee,,,TX,32.3775658,-94.6413362,1,138.0,138.0,,transmission,IN SERVICE,OSM
Lake Hubbard Station,,,TX,32.8369804,-96.5477006,1,138.0,138.0,,transmission,IN SERVICE,OSM
Lake Ivie Booster Substation,,,TX,31.8554108,-99.7879028,1,138.0,138.0,,industrial,IN SERVICE,OSM
Lake Ivie Pump Substation,,,TX,31.5778441,-99.7214696,1,138.0,138.0,,industrial,IN SERVICE,OSM
Lillian Substation,,,TX,32.4908734,-97.1950254,1,138.0,138.0,,distribution,IN SERVICE,OSM
Limestone Substation,,,TX,31.4218841,-96.2462874,1,138.0,34.5,,distribution,IN SERVICE,OSM
Little City Substation,,,TX,34.088403,-96.6018675,1,138.0,138.0,,,IN SERVICE,OSM
Lomax Substation,,,TX,29.6338556,-95.0842081,1,138.0,138.0,,industrial,IN SERVICE,OSM
Luzbay Substation,,,TX,29.6396858,-95.0553675,1,138.0,138.0,,industrial,IN SERVICE,OSM
Lynch Substation,,,TX,32.5583039,-103.5775048,1,138.0,115.0,,industrial,IN SERVICE,OSM
Marine Substation,,,TX,28.9335033,-95.3397027,1,138.0,138.0,,industrial,IN SERVICE,OSM
Mccampbell Substation,,,TX,27.9150839,-97.2686403,1,138.0,138.0,,industrial,IN SERVICE,OSM
Mcclain Substation,,,TX,35.2993235,-97.5899464,1,138.0,138.0,,,IN SERVICE,OSM
Mcllvain Substation,,,TX,31.5086777,-103.6164969,1,138.0,138.0,,distribution,IN SERVICE,OSM
Mesquite Station,,,TX,32.7600963,-96.5755071,1,138.0,12.5,,distribution,IN SERVICE,OSM
Minerva Substation,,,TX,30.7457911,-96.9544273,1,138.0,12.5,,transmission,IN SERVICE,OSM
Mirage Substation,,,TX,29.6459671,-95.0536446,1,138.0,138.0,,industrial,IN SERVICE,OSM
Mistletoe Heights Substation,,,TX,32.7345443,-97.3537056,1,138.0,12.5,,distribution,IN SERVICE,OSM
Monte Vista Substation,,,TX,34.7931635,-96.6357577,1,138.0,138.0,,,IN SERVICE,OSM
Morewood,,,TX,35.7368123,-99.2770754,1,138.0,69.0,,transmission,IN SERVICE,OSM
Mula Substation,,,TX,29.6332441,-95.5619756,1,138.0,138.0,,industrial,IN SERVICE,OSM
Naismith Substation,,,TX,27.9348116,-97.2480087,1,138.0,138.0,,transmission,IN SERVICE,OSM
New Long John Substation,,,TX,30.1200144,-94.9254239,1,138.0,13.8,,distribution,IN SERVICE,OSM
Norge Road Substation,,,TX,35.0166885,-97.9749117,1,138.0,138.0,,,IN SERVICE,OSM
North Main Substation,,,TX,32.7620649,-97.3357328,1,138.0,138.0,,transmission,IN SERVICE,OSM
